# Time-averaged data for fix f1
# TimeStep Number-of-rows
# Row c_pp[1] c_pp[2] c_pp[3] c_pp[4] c_pp[5] c_pp[6] c_pp[7] c_pp[8]
0 395
198 11.8695 0 0 0 0 5.24962 4.56777 5.61938
199 11.9296 0 0 0 0 5.41513 5.25152 5.55001
200 11.9897 0 0 0 0 5.01288 6.38515 5.31785
201 12.0498 0 0 0 0 4.66327 5.65279 5.22646
202 12.1099 0 0 0 0 4.33701 5.03947 5.17591
203 12.17 0 0 0 0 4.6711 5.62289 5.16025
204 12.2301 0 0 0 0 5.13498 3.78033 5.07997
205 12.2902 0 0 0 0 3.97194 3.76803 4.90665
206 12.3503 0 0 0 0 3.83345 4.03482 5.05113
207 12.4104 0 0 0 0 5.81798 3.85091 5.20386
208 12.4705 0 0 0 0 5.08042 4.55343 5.32401
209 12.5306 0 0 0 0 3.75616 5.30535 5.64028
210 12.5907 0 0 0 0 5.6527 5.90579 5.73769
211 12.6508 0 0 0 0 5.56233 6.18845 5.82164
212 12.7109 0 0 0 0 5.18798 5.27576 5.99238
213 12.771 0 0 0 0 6.2542 6.23544 6.22965
214 12.8311 0 0 0 0 7.52396 6.43394 6.32395
215 12.8912 0 0 0 0 7.18797 7.99879 6.50061
216 12.9513 0 0 0 0 6.56181 7.95961 6.67212
217 13.0114 0 0 0 0 6.08128 6.62418 6.71102
218 13.0715 0 0 0 0 4.37285 6.51659 6.67112
219 13.1316 0 0 0 0 5.79127 5.10309 6.47332
220 13.1917 0 0 0 0 6.09318 7.90857 6.24934
221 13.2518 0 0 0 0 6.4171 5.07122 5.86375
222 13.3119 0 0 0 0 5.5021 6.05009 5.77706
223 13.372 0 0 0 0 6.53811 6.69744 5.74571
224 13.4321 0 0 0 0 5.81595 4.10986 5.68639
225 13.4922 0 0 0 0 6.18512 5.50855 5.75232
226 13.5523 0 0 0 0 5.65293 3.91049 5.68611
227 13.6124 0 0 0 0 3.54487 4.02677 5.16067
228 13.6725 0 0 0 0 3.81821 4.22971 4.90045
229 13.7326 0 0 0 0 4.15844 4.05008 4.97405
230 13.7927 0 0 0 0 5.39875 3.69866 5.13203
231 13.8528 0 0 0 0 6.0185 4.91715 5.13135
232 13.9129 0 0 0 0 6.21692 6.30042 5.12165
233 13.973 0 0 0 0 6.69159 6.03436 5.02083
234 14.0331 0 0 0 0 4.48704 5.19501 4.91184
235 14.0932 0 0 0 0 5.07428 3.8432 5.08912
236 14.1533 0 0 0 0 6.53613 4.82285 5.13445
237 14.2134 0 0 0 0 3.54739 5.95425 5.02228
238 14.2735 0 0 0 0 3.74881 5.24697 4.81116
239 14.3336 0 0 0 0 5.02952 5.93888 5.00067
240 14.3937 0 0 0 0 4.47344 5.96753 5.04777
241 14.4538 0 0 0 0 3.85248 3.78589 4.9644
242 14.5139 0 0 0 0 4.22992 4.52367 5.04216
243 14.574 0 0 0 0 4.05816 4.29467 5.0016
244 14.6341 0 0 0 0 6.06477 4.4829 4.89887
245 14.6942 0 0 0 0 4.24562 3.44691 4.95602
246 14.7543 0 0 0 0 5.58757 3.47356 5.21643
247 14.8144 0 0 0 0 5.77158 3.52264 5.07275
248 14.8745 0 0 0 0 5.30678 3.42757 4.76924
249 14.9346 0 0 0 0 2.90702 3.51806 4.39049
250 14.9947 0 0 0 0 3.57843 2.97456 4.24732
251 15.0548 0 0 0 0 4.15246 3.06785 4.25544
252 15.1148 0 0 0 0 4.03642 3.99276 4.28078
253 15.1749 0 0 0 0 4.78434 3.31034 4.35722
254 15.235 0 0 0 0 4.08997 3.58412 4.19469
255 15.2951 0 0 0 0 4.21025 4.48949 4.17743
256 15.3552 0 0 0 0 4.00935 3.99854 4.25766
257 15.4153 0 0 0 0 4.41718 2.51896 4.0449
258 15.4754 0 0 0 0 3.15884 2.77743 3.83327
259 15.5355 0 0 0 0 2.73961 3.15976 3.7561
260 15.5956 0 0 0 0 2.6969 3.49842 3.53553
261 15.6557 0 0 0 0 2.57577 4.09016 3.32285
262 15.7158 0 0 0 0 3.92846 4.63105 3.10907
263 15.7759 0 0 0 0 3.45183 4.64861 3.1377
264 15.836 0 0 0 0 3.80329 6.29734 3.09605
265 15.8961 0 0 0 0 3.56068 4.0683 2.92032
266 15.9562 0 0 0 0 3.66834 4.01483 2.74802
267 16.0163 0 0 0 0 2.65496 4.17263 2.62703
268 16.0764 0 0 0 0 2.70176 3.89318 2.28471
269 16.1365 0 0 0 0 3.13759 3.43323 2.28325
270 16.1966 0 0 0 0 3.81874 2.31193 2.23947
271 16.2567 0 0 0 0 2.2319 2.4188 2.28428
272 16.3168 0 0 0 0 2.95365 2.97113 2.3369
273 16.3769 0 0 0 0 3.83991 3.96478 2.45746
274 16.437 0 0 0 0 3.70346 2.93759 2.49097
275 16.4971 0 0 0 0 3.44878 2.2817 2.33851
276 16.5572 0 0 0 0 3.53454 1.89615 2.31134
277 16.6173 0 0 0 0 4.42104 2.34986 2.28493
278 16.6774 0 0 0 0 3.07225 1.77727 2.27161
279 16.7375 0 0 0 0 3.35183 2.16832 2.32861
280 16.7976 0 0 0 0 3.48906 5.15278 2.15173
281 16.8577 0 0 0 0 2.33814 3.16269 2.07419
282 16.9178 0 0 0 0 2.31685 3.01552 2.07214
283 16.9779 0 0 0 0 2.55931 4.36581 2.16445
284 17.038 0 0 0 0 2.0904 2.81453 2.18828
285 17.0981 0 0 0 0 2.04925 2.96683 2.10906
286 17.1582 0 0 0 0 1.73325 2.29308 2.01735
287 17.2183 0 0 0 0 2.3133 2.4779 2.01016
288 17.2784 0 0 0 0 2.4674 2.68127 1.99166
289 17.3385 0 0 0 0 1.5763 1.42289 2.20028
290 17.3986 0 0 0 0 1.65484 1.27215 2.20583
291 17.4587 0 0 0 0 1.4129 1.26485 2.08989
292 17.5188 0 0 0 0 1.68375 1.54704 2.02804
293 17.5789 0 0 0 0 2.19382 1.02212 1.99706
294 17.639 0 0 0 0 1.82605 0.439597 1.86619
295 17.6991 0 0 0 0 0.617701 0.165027 1.72343
296 17.7592 0 0 0 0 0.874051 1.29468 1.7096
297 17.8193 0 0 0 0 0.840456 2.09763 1.68298
298 17.8794 0 0 0 0 0.456253 1.62454 1.49482
299 17.9395 0 0 0 0 1.87494 1.83429 1.26502
300 17.9996 0 0 0 0 1.09924 1.8921 1.138
301 18.0597 0 0 0 0 1.58419 1.06502 1.14258
302 18.1198 0 0 0 0 1.23233 0.806236 1.11715
303 18.1799 0 0 0 0 1.334 0.959584 0.963377
304 18.24 0 0 0 0 1.5462 1.01662 0.968906
305 18.3001 0 0 0 0 1.21848 1.54753 0.896672
306 18.3602 0 0 0 0 1.36345 1.86599 0.788484
307 18.4203 0 0 0 0 0.60113 1.10779 0.65371
308 18.4804 0 0 0 0 0.147391 0.962576 0.55289
309 18.5405 0 0 0 0 0.0934679 1.55316 0.514558
310 18.6006 0 0 0 0 1.38904 1.42452 0.453406
311 18.6607 0 0 0 0 1.09084 1.18645 0.360526
312 18.7208 0 0 0 0 0.222364 1.09633 0.394216
313 18.7809 0 0 0 0 0.184832 0.724683 0.417699
314 18.841 0 0 0 0 1.07332 1.14465 0.418901
315 18.9011 0 0 0 0 0.0388566 -0.079463 0.284051
316 18.9612 0 0 0 0 0.281172 1.12016 0.345716
317 19.0213 0 0 0 0 -0.0186395 0.419547 0.453184
318 19.0814 0 0 0 0 -0.34137 0.0111512 0.308841
319 19.1415 0 0 0 0 -0.185724 0.213034 0.244342
320 19.2016 0 0 0 0 0.0313691 0.24087 0.174302
321 19.2617 0 0 0 0 0.192424 0.960901 0.191071
322 19.3218 0 0 0 0 0.400999 0.630673 0.275225
323 19.3819 0 0 0 0 0.716743 0.650184 0.407022
324 19.442 0 0 0 0 0.763954 0.860368 0.478604
325 19.5021 0 0 0 0 0.695568 1.06707 0.478643
326 19.5622 0 0 0 0 0.509697 0.526728 0.345102
327 19.6223 0 0 0 0 0.485939 0.166187 0.414567
328 19.6824 0 0 0 0 -0.0153339 0.209326 0.464695
329 19.7425 0 0 0 0 0.123199 0.351296 0.481034
330 19.8026 0 0 0 0 -0.181965 0.0529074 0.371405
331 19.8627 0 0 0 0 -0.398222 -0.176483 0.325288
332 19.9228 0 0 0 0 0.171972 0.00954099 0.279843
333 19.9829 0 0 0 0 -0.0107264 -0.0716462 0.173258
334 20.043 0 0 0 0 -0.343379 0.116902 0.105119
335 20.1031 0 0 0 0 -0.475796 -0.327904 -0.00511802
336 20.1631 0 0 0 0 0.254427 0.0701211 -0.0463595
337 20.2232 0 0 0 0 -0.343349 0.0739065 -0.0919456
338 20.2833 0 0 0 0 -0.333601 0.0131424 -0.17879
339 20.3434 0 0 0 0 0.223718 -0.100192 -0.203372
340 20.4035 0 0 0 0 0.222847 -0.0683735 -0.206177
341 20.4636 0 0 0 0 -0.226476 6.04266e-05 -0.196481
342 20.5237 0 0 0 0 -0.271603 -0.012286 -0.225264
343 20.5838 0 0 0 0 -0.308129 -0.148884 -0.203523
344 20.6439 0 0 0 0 -0.255568 -0.231182 -0.165386
345 20.704 0 0 0 0 -0.127839 -0.236118 -0.140953
346 20.7641 0 0 0 0 -0.238222 -0.126071 -0.0726639
347 20.8242 0 0 0 0 0.256536 0.038079 -0.0806323
348 20.8843 0 0 0 0 0.203983 0.14299 -0.0808228
349 20.9444 0 0 0 0 -0.297533 -0.07865 -0.0345345
350 21.0045 0 0 0 0 -0.17447 -0.126458 0.0265383
351 21.0646 0 0 0 0 -0.113041 -0.131219 0.0668748
352 21.1247 0 0 0 0 -0.132494 -0.0943642 0.0693527
353 21.1848 0 0 0 0 -0.156393 -0.0776195 0.0616425
354 21.2449 0 0 0 0 -0.133673 0.0186042 0.0697951
355 21.305 0 0 0 0 -0.0735987 -0.107788 0.0475262
356 21.3651 0 0 0 0 -0.0865182 -0.0638426 0.00828337
357 21.4252 0 0 0 0 -0.0785349 -0.0749181 0.00153553
358 21.4853 0 0 0 0 -0.00464372 -0.037766 0.0223887
359 21.5454 0 0 0 0 -0.0169124 -0.0797381 -0.0225875
360 21.6055 0 0 0 0 -0.0295598 0.0255999 -0.0269091
361 21.6656 0 0 0 0 -0.0290279 -0.0360377 -0.0185825
362 21.7257 0 0 0 0 -0.0559846 -0.0856804 -0.0173959
363 21.7858 0 0 0 0 -0.0683276 -0.104649 -0.0312502
364 21.8459 0 0 0 0 -0.029204 -0.0783337 -0.0275644
365 21.906 0 0 0 0 -0.0181122 -0.0646163 -0.0139178
366 21.9661 0 0 0 0 -0.0145208 -0.0526788 -0.00253788
367 22.0262 0 0 0 0 -0.0232363 -0.0871235 -0.00471406
368 22.0863 0 0 0 0 -0.0235972 -0.0622909 -0.0157788
369 22.1464 0 0 0 0 -0.015749 -0.0637012 -0.010092
370 22.2065 0 0 0 0 -0.00957083 -0.077851 -0.0135228
371 22.2666 0 0 0 0 -0.0186818 -0.051918 -0.0411146
372 22.3267 0 0 0 0 -0.0221345 -0.0318593 -0.0422417
373 22.3868 0 0 0 0 -0.0449181 -0.0263647 -0.0437017
374 22.4469 0 0 0 0 -0.0621662 -0.0281877 -0.0471045
375 22.507 0 0 0 0 -0.0874216 -0.0488663 -0.053662
376 22.5671 0 0 0 0 -0.0590441 -0.011844 -0.0415542
377 22.6272 0 0 0 0 -0.0603095 -0.0262241 -0.038382
378 22.6873 0 0 0 0 -0.0604302 -0.032378 -0.0361847
379 22.7474 0 0 0 0 -0.0370779 -0.0194633 -0.0329163
380 22.8075 0 0 0 0 -0.0280577 -0.015351 -0.0304605
381 22.8676 0 0 0 0 -0.0661062 -0.0172647 -0.0287004
382 22.9277 0 0 0 0 -0.0338047 -0.0312434 -0.0316553
383 22.9878 0 0 0 0 -0.0204695 -0.0319427 -0.026914
384 23.0479 0 0 0 0 -0.0145852 -0.0349554 -0.0247186
385 23.108 0 0 0 0 -0.0123212 -0.0380097 -0.0238584
386 23.1681 0 0 0 0 -0.0242878 -0.0489984 -0.0243626
387 23.2282 0 0 0 0 -0.0281943 -0.0535798 -0.0252368
388 23.2883 0 0 0 0 -0.012866 -0.0448942 -0.0176404
389 23.3484 0 0 0 0 -0.0037478 -0.0407427 -0.00983017
390 23.4085 0 0 0 0 0.0667945 0.502148 -0.00479324
391 23.4686 0 0 0 0 -0.000493285 0.0406142 -0.00729373
392 23.5287 0 0 0 0 -0.00765232 -0.00956741 -0.0109889
393 23.5888 0 0 0 0 -0.00392567 -0.00541462 -0.00997404
394 23.6489 0 0 0 0 -0.00752204 -0.00651421 -0.0120558
395 23.709 0 0 0 0 -0.00807828 -0.00718117 -0.0129729
16000 395
1 0.0300494 0 0 0 0 -0.0085901 -0.00787769 -0.000457658
2 0.0901482 0 0 0 0 -0.00865199 -0.00789849 -0.000717503
3 0.150247 0 0 0 0 -0.0089353 -0.00773398 -0.000882228
4 0.210346 0 0 0 0 -0.0113783 -0.00788769 -0.00170567
5 0.270445 0 0 0 0 -0.0140246 -0.0103416 0.00935821
6 0.330543 0 0 0 0 -0.0194499 -0.0170597 0.00170372
7 0.390642 0 0 0 0 -0.0147486 -0.0136692 -0.00043401
8 0.450741 0 0 0 0 -0.0188442 -0.0140767 -0.000922858
9 0.51084 0 0 0 0 -0.0221084 -0.0121628 -0.0030791
10 0.570939 0 0 0 0 -0.0252982 -0.00929696 -0.00412773
11 0.631037 0 0 0 0 -0.0298237 -0.0111751 -0.0061817
12 0.691136 0 0 0 0 -0.0314459 -0.0141799 -0.00664491
13 0.751235 0 0 0 0 -0.035702 -0.0153319 -0.00397538
14 0.811334 0 0 0 0 -0.0180757 -0.0368339 -0.0104141
15 0.871433 0 0 0 0 -0.0141342 -0.0265716 -0.0132592
16 0.931531 0 0 0 0 -0.0235853 -0.0316662 -0.0153585
17 0.99163 0 0 0 0 -0.0312962 -0.0499197 -0.014488
18 1.05173 0 0 0 0 -0.0271472 -0.0465388 -0.0203797
19 1.11183 0 0 0 0 -0.0303881 0.0280484 -0.033975
20 1.17193 0 0 0 0 -0.0563525 0.0201262 -0.0407462
21 1.23203 0 0 0 0 -0.0422884 0.0190169 -0.041413
22 1.29212 0 0 0 0 -0.0463083 0.0161964 -0.0448584
23 1.35222 0 0 0 0 -0.0435784 0.0186807 -0.0519238
24 1.41232 0 0 0 0 -0.0455731 -0.0139234 -0.0592721
25 1.47242 0 0 0 0 -0.051955 -0.0489135 -0.065688
26 1.53252 0 0 0 0 -0.0658783 -0.0528441 -0.0767679
27 1.59262 0 0 0 0 -0.0259879 -0.0539191 -0.0748073
28 1.65272 0 0 0 0 -0.00269878 -0.033834 -0.0756942
29 1.71282 0 0 0 0 -0.0187141 -0.0463967 -0.0820961
30 1.77291 0 0 0 0 -0.013561 0.069824 -0.0859085
31 1.83301 0 0 0 0 -0.0401891 0.0627107 -0.0892648
32 1.89311 0 0 0 0 -0.0503308 0.0528236 -0.0940904
33 1.95321 0 0 0 0 -0.016216 0.0962095 -0.0986267
34 2.01331 0 0 0 0 -0.0879603 0.00421309 -0.117527
35 2.07341 0 0 0 0 -0.142966 -0.0567987 -0.130887
36 2.13351 0 0 0 0 -0.174519 -0.0892344 -0.152339
37 2.19361 0 0 0 0 -0.19941 -0.119526 -0.168288
38 2.25371 0 0 0 0 -0.179151 -0.156895 -0.193568
39 2.3138 0 0 0 0 -0.153375 0.286009 -0.206047
40 2.3739 0 0 0 0 -0.206448 0.419387 -0.221414
41 2.434 0 0 0 0 -0.161263 -0.0969784 -0.227114
42 2.4941 0 0 0 0 -0.141921 -0.136171 -0.127564
43 2.5542 0 0 0 0 -0.0800175 -0.185761 -0.104441
44 2.6143 0 0 0 0 0.0340696 -0.106817 -0.123706
45 2.6744 0 0 0 0 -0.00375134 -0.102429 -0.137721
46 2.7345 0 0 0 0 0.0262757 -0.0341894 -0.0971079
47 2.79459 0 0 0 0 0.0288061 0.465353 -0.109136
48 2.85469 0 0 0 0 -0.058103 0.381555 -0.0766891
49 2.91479 0 0 0 0 -0.178218 0.141853 -0.0317052
50 2.97489 0 0 0 0 -0.163692 0.172345 -0.0295888
51 3.03499 0 0 0 0 0.393573 0.0495132 -0.0428541
52 3.09509 0 0 0 0 0.343139 0.219374 -0.0137779
53 3.15519 0 0 0 0 -0.0189493 -0.0463247 0.0512558
54 3.21529 0 0 0 0 0.163809 0.370905 -0.0596868
55 3.27538 0 0 0 0 -0.0564813 -0.0538043 -0.0211551
56 3.33548 0 0 0 0 -0.144004 -0.167884 -0.0134719
57 3.39558 0 0 0 0 -0.552862 -0.454728 -0.0626289
58 3.45568 0 0 0 0 -0.383377 -0.346893 -0.09254
59 3.51578 0 0 0 0 -0.38816 -0.351589 -0.0293146
60 3.57588 0 0 0 0 -0.560887 0.227224 0.0305604
61 3.63598 0 0 0 0 -0.263843 -0.399338 0.0449928
62 3.69608 0 0 0 0 0.598976 -0.35808 0.128615
63 3.75618 0 0 0 0 0.618577 -0.408648 0.131977
64 3.81627 0 0 0 0 0.110693 -0.346769 0.0460409
65 3.87637 0 0 0 0 0.360255 0.576149 0.0342476
66 3.93647 0 0 0 0 -0.273939 -0.737602 0.119013
67 3.99657 0 0 0 0 -0.433691 -0.907345 0.0469452
68 4.05667 0 0 0 0 -0.270467 -0.541053 0.00571012
69 4.11677 0 0 0 0 -0.275497 -0.038988 0.0235419
70 4.17687 0 0 0 0 -0.334605 -0.153025 0.119648
71 4.23697 0 0 0 0 -0.399028 -0.020077 0.168407
72 4.29706 0 0 0 0 -0.360419 0.279322 0.257908
73 4.35716 0 0 0 0 -0.508943 -0.416335 0.334376
74 4.41726 0 0 0 0 -0.0771398 -0.571551 0.386774
75 4.47736 0 0 0 0 0.237398 -0.263119 0.395971
76 4.53746 0 0 0 0 0.131925 -0.337897 0.268843
77 4.59756 0 0 0 0 0.12901 -0.180006 0.335056
78 4.65766 0 0 0 0 0.117176 0.0113489 0.382692
79 4.71776 0 0 0 0 -0.218186 0.0926859 0.514141
80 4.77786 0 0 0 0 -0.0732621 0.0539162 0.699055
81 4.83795 0 0 0 0 -0.0109209 -0.050343 0.833182
82 4.89805 0 0 0 0 0.107974 0.0766265 0.978431
83 4.95815 0 0 0 0 0.301822 0.574878 0.988233
84 5.01825 0 0 0 0 0.59443 0.54824 1.06525
85 5.07835 0 0 0 0 1.07104 0.819158 1.0814
86 5.13845 0 0 0 0 0.446151 0.742884 1.04978
87 5.19855 0 0 0 0 0.253123 0.893 1.00766
88 5.25865 0 0 0 0 -0.140137 0.786982 1.33433
89 5.31874 0 0 0 0 0.216123 0.927002 1.51032
90 5.37884 0 0 0 0 0.928042 1.05254 1.66147
91 5.43894 0 0 0 0 1.46876 1.75299 1.77911
92 5.49904 0 0 0 0 1.91488 1.51051 1.78952
93 5.55914 0 0 0 0 1.95959 1.3854 1.85405
94 5.61924 0 0 0 0 1.25985 1.46586 1.89517
95 5.67934 0 0 0 0 2.08541 1.42444 2.11849
96 5.73944 0 0 0 0 2.10664 1.32735 2.19865
97 5.79953 0 0 0 0 1.68065 1.96425 2.24294
98 5.85963 0 0 0 0 1.71619 2.15624 2.16475
99 5.91973 0 0 0 0 1.36141 2.26311 2.23546
100 5.97983 0 0 0 0 0.896961 2.55539 2.45359
101 6.03993 0 0 0 0 1.82783 3.25672 2.44406
102 6.10003 0 0 0 0 1.65215 2.17102 2.21909
103 6.16013 0 0 0 0 2.07993 4.01468 2.13729
104 6.22023 0 0 0 0 1.88043 2.56664 2.23577
105 6.28033 0 0 0 0 2.53452 2.62915 2.42163
106 6.34042 0 0 0 0 2.98198 2.06882 2.51768
107 6.40052 0 0 0 0 2.88819 2.31349 2.50475
108 6.46062 0 0 0 0 2.26722 2.299 2.56068
109 6.52072 0 0 0 0 2.73874 2.84699 2.43168
110 6.58082 0 0 0 0 2.57429 3.3154 2.20708
111 6.64092 0 0 0 0 2.64481 2.2175 2.2777
112 6.70102 0 0 0 0 1.95112 1.06064 2.24344
113 6.76112 0 0 0 0 1.277 1.41903 2.24849
114 6.82121 0 0 0 0 1.42305 2.32544 2.42367
115 6.88131 0 0 0 0 2.47421 2.26056 2.41397
116 6.94141 0 0 0 0 1.67597 3.16262 2.45815
117 7.00151 0 0 0 0 2.12972 3.29948 2.59952
118 7.06161 0 0 0 0 2.29017 4.47057 2.76117
119 7.12171 0 0 0 0 3.19668 4.12365 2.75857
120 7.18181 0 0 0 0 3.8858 3.54799 2.53249
121 7.24191 0 0 0 0 2.17704 2.74279 2.50794
122 7.302 0 0 0 0 1.99073 2.25137 2.49641
123 7.3621 0 0 0 0 2.231 3.65425 2.59808
124 7.4222 0 0 0 0 1.43837 3.54195 2.70749
125 7.4823 0 0 0 0 1.97399 2.28773 2.72145
126 7.5424 0 0 0 0 2.43101 2.14236 2.99297
127 7.6025 0 0 0 0 2.39975 2.19277 3.27054
128 7.6626 0 0 0 0 3.15894 3.30438 3.32515
129 7.7227 0 0 0 0 2.37755 3.24908 3.55439
130 7.7828 0 0 0 0 3.48568 3.1076 3.61636
131 7.84289 0 0 0 0 3.66849 4.60933 3.70412
132 7.90299 0 0 0 0 3.40778 4.88044 3.72954
133 7.96309 0 0 0 0 3.26764 3.70331 3.69006
134 8.02319 0 0 0 0 3.41103 3.59706 3.54501
135 8.08329 0 0 0 0 2.99666 3.52676 3.63687
136 8.14339 0 0 0 0 4.26574 4.12565 3.7932
137 8.20349 0 0 0 0 4.69348 3.30533 4.1907
138 8.26359 0 0 0 0 3.7408 3.78286 4.25794
139 8.32368 0 0 0 0 5.16151 4.41591 4.2566
140 8.38378 0 0 0 0 6.67031 6.02246 4.17672
141 8.44388 0 0 0 0 4.74628 4.31931 3.99248
142 8.50398 0 0 0 0 3.48761 3.17475 4.12073
143 8.56408 0 0 0 0 5.57879 5.6118 3.88295
144 8.62418 0 0 0 0 5.98735 5.53538 3.72764
145 8.68428 0 0 0 0 4.25614 4.46575 3.77559
146 8.74438 0 0 0 0 4.64675 4.41704 3.80906
147 8.80447 0 0 0 0 4.04419 3.49471 4.00001
148 8.86457 0 0 0 0 3.19258 3.41285 4.11662
149 8.92467 0 0 0 0 4.62604 4.08883 4.36591
150 8.98477 0 0 0 0 6.80184 4.77917 4.35639
151 9.04487 0 0 0 0 4.96366 4.65684 4.30128
152 9.10497 0 0 0 0 3.85039 4.72365 4.26836
153 9.16507 0 0 0 0 2.31026 2.95027 4.10168
154 9.22517 0 0 0 0 3.58382 3.11894 4.07813
155 9.28527 0 0 0 0 4.62302 3.03504 4.118
156 9.34536 0 0 0 0 5.28381 4.27324 4.27764
157 9.40546 0 0 0 0 5.43797 4.35314 4.47546
158 9.46556 0 0 0 0 5.24993 4.51474 4.61448
159 9.52566 0 0 0 0 4.92357 5.20564 4.53717
160 9.58576 0 0 0 0 4.71341 5.75814 4.69205
161 9.64586 0 0 0 0 4.97267 7.08904 4.71201
162 9.70596 0 0 0 0 6.30288 6.54506 4.76326
163 9.76606 0 0 0 0 6.12839 6.85205 4.70154
164 9.82615 0 0 0 0 5.98977 6.10374 4.84517
165 9.88625 0 0 0 0 5.24537 6.15806 4.93043
166 9.94635 0 0 0 0 6.022 4.99563 5.0002
167 10.0065 0 0 0 0 6.07502 4.35766 4.92584
168 10.0665 0 0 0 0 4.53344 3.64611 4.88888
169 10.1266 0 0 0 0 4.80711 6.00854 5.00838
170 10.1867 0 0 0 0 5.58564 5.66174 5.0428
171 10.2468 0 0 0 0 6.75034 5.60393 5.02066
172 10.3069 0 0 0 0 5.29907 5.50059 5.20205
173 10.367 0 0 0 0 3.85798 5.15615 5.0541
174 10.4271 0 0 0 0 4.90131 5.20155 5.1162
175 10.4872 0 0 0 0 4.84262 3.71039 5.22455
176 10.5473 0 0 0 0 6.78527 5.62206 5.48731
177 10.6074 0 0 0 0 6.42931 6.31217 5.43161
178 10.6675 0 0 0 0 6.09643 5.06321 5.19619
179 10.7276 0 0 0 0 6.37351 4.30859 5.20433
180 10.7877 0 0 0 0 6.34002 5.00725 5.28671
181 10.8478 0 0 0 0 5.47975 5.06531 5.60908
182 10.9079 0 0 0 0 5.63087 4.54346 5.61444
183 10.968 0 0 0 0 6.7915 4.8373 5.53305
184 11.0281 0 0 0 0 5.37526 4.09373 5.74863
185 11.0882 0 0 0 0 5.11902 4.73078 5.95898
186 11.1483 0 0 0 0 5.96595 5.48616 5.96049
187 11.2084 0 0 0 0 6.94737 5.19009 5.88045
188 11.2685 0 0 0 0 8.15771 5.14247 5.96298
189 11.3286 0 0 0 0 5.48881 5.24086 5.88032
190 11.3887 0 0 0 0 6.59401 5.25669 5.85299
191 11.4488 0 0 0 0 5.28071 4.56778 5.80186
192 11.5089 0 0 0 0 4.85233 5.67748 5.55494
193 11.569 0 0 0 0 4.82806 4.9055 5.35826
194 11.6291 0 0 0 0 5.70455 6.07739 5.41377
195 11.6892 0 0 0 0 4.74384 4.31729 5.57744
196 11.7493 0 0 0 0 4.04541 4.42148 5.4444
197 11.8094 0 0 0 0 4.90939 4.59366 5.47415
198 11.8695 0 0 0 0 5.17253 4.46485 5.4319
199 11.9296 0 0 0 0 5.34258 4.99542 5.3877
200 11.9897 0 0 0 0 5.22939 6.41964 5.2532
201 12.0498 0 0 0 0 4.48079 5.49686 5.17599
202 12.1099 0 0 0 0 4.2329 4.89852 5.13598
203 12.17 0 0 0 0 4.51967 5.47061 5.16775
204 12.2301 0 0 0 0 5.20033 4.51176 5.00513
205 12.2902 0 0 0 0 4.08984 4.186 4.81342
206 12.3503 0 0 0 0 4.73308 4.52966 4.95641
207 12.4104 0 0 0 0 5.60464 3.85944 5.04871
208 12.4705 0 0 0 0 5.12958 4.43649 5.20119
209 12.5306 0 0 0 0 3.9278 5.11928 5.46343
210 12.5907 0 0 0 0 5.83913 5.79596 5.57386
211 12.6508 0 0 0 0 5.71009 6.15702 5.70705
212 12.7109 0 0 0 0 4.97386 5.38166 5.83371
213 12.771 0 0 0 0 5.8985 6.17348 6.00212
214 12.8311 0 0 0 0 7.05035 6.30897 6.07967
215 12.8912 0 0 0 0 7.10797 7.88757 6.25921
216 12.9513 0 0 0 0 6.78786 8.05587 6.44868
217 13.0114 0 0 0 0 6.19955 7.00369 6.49098
218 13.0715 0 0 0 0 4.28665 6.42374 6.44217
219 13.1316 0 0 0 0 5.32831 5.05815 6.24607
220 13.1917 0 0 0 0 5.59377 7.44942 6.0046
221 13.2518 0 0 0 0 6.54397 5.29261 5.66839
222 13.3119 0 0 0 0 5.23803 6.08785 5.58318
223 13.372 0 0 0 0 6.11773 6.36023 5.50366
224 13.4321 0 0 0 0 5.50359 4.19953 5.42245
225 13.4922 0 0 0 0 6.48611 5.83091 5.48947
226 13.5523 0 0 0 0 5.51998 3.77509 5.41995
227 13.6124 0 0 0 0 3.81718 3.95238 4.99762
228 13.6725 0 0 0 0 4.57615 4.26134 4.90633
229 13.7326 0 0 0 0 4.3602 4.10756 5.00201
230 13.7927 0 0 0 0 5.55356 4.21376 5.19805
231 13.8528 0 0 0 0 5.73016 5.36255 5.19934
232 13.9129 0 0 0 0 5.78802 6.52853 5.16121
233 13.973 0 0 0 0 6.42987 6.25055 5.0853
234 14.0331 0 0 0 0 4.49577 5.09492 5.00269
235 14.0932 0 0 0 0 4.93324 3.87685 5.18748
236 14.1533 0 0 0 0 6.29467 4.81593 5.20866
237 14.2134 0 0 0 0 3.54808 5.98589 5.12865
238 14.2735 0 0 0 0 3.88096 5.56333 4.94779
239 14.3336 0 0 0 0 5.45659 6.18843 5.13517
240 14.3937 0 0 0 0 4.58648 6.33568 5.14647
241 14.4538 0 0 0 0 3.76609 4.05946 5.03825
242 14.5139 0 0 0 0 4.40077 4.52561 5.08969
243 14.574 0 0 0 0 3.78826 4.03504 4.98742
244 14.6341 0 0 0 0 5.46836 4.10181 4.87477
245 14.6942 0 0 0 0 4.01321 3.20403 5.01551
246 14.7543 0 0 0 0 5.32292 3.33518 5.25751
