# Time-averaged data for fix fA
# TimeStep Number-of-rows
# Row c_pA[1] c_pA[2] c_pA[3] c_pA[4] c_pA[5] c_pA[6] c_pA[7] c_pA[8]
0 360
141 14.05 0.793333 0.680923 0.674243 0.610215 -1.23177 -1.20332 -1.17858
142 14.15 0.766667 0.620197 0.706772 0.664874 -1.29657 -1.26743 -1.10456
143 14.25 0.813333 0.641643 0.47098 0.736063 -0.689318 -1.28432 -1.01438
144 14.35 0.74 0.550775 0.648499 0.583316 -0.962947 -0.807266 -0.803235
145 14.45 0.653333 0.558404 0.682235 0.666204 -0.799465 -0.428331 -0.741634
146 14.55 0.646667 0.377902 0.507705 0.553511 -0.879892 -1.06048 -0.805546
147 14.65 0.813333 0.673351 0.777851 0.8534 -1.06571 -0.943219 -0.869766
148 14.75 0.746667 0.803353 0.57706 0.611721 -1.19681 -0.709527 -0.810917
149 14.85 0.833333 0.728616 0.766291 0.737507 -1.15209 -0.986465 -0.681849
150 14.95 0.813333 0.582666 0.750326 0.473066 -0.907241 -1.06118 -0.615306
151 15.05 0.826667 0.643996 0.782664 0.607027 -0.604116 -1.09807 -0.723993
152 15.15 0.706667 0.654887 0.766962 0.486665 -1.13909 -0.908346 -0.57918
153 15.25 0.753333 0.642976 0.794917 0.493738 -0.975144 -0.639813 -0.553649
154 15.35 0.646667 0.544861 0.608339 0.540515 -0.757308 -0.828802 -0.573171
155 15.45 0.726667 0.731414 0.607027 0.660066 -0.521784 -0.930067 -0.514595
156 15.55 0.78 0.522215 0.656984 0.673555 0.0551231 -0.808983 -0.531586
157 15.65 0.753333 0.694153 0.690393 0.806762 -0.369066 -0.0976056 -0.622738
158 15.75 0.826667 0.639514 0.730236 0.614188 -0.163619 -0.384544 -0.680951
159 15.85 0.813333 0.552118 0.724158 0.730525 -0.787123 -0.995627 -0.746069
160 15.95 0.733333 0.613369 0.70919 0.477834 -0.996447 -1.39811 -0.883536
161 16.05 0.673333 0.59654 0.562094 0.47391 -1.00846 -1.03774 -0.783631
162 16.15 0.673333 0.544783 0.597832 0.502396 -0.709618 -0.941711 -0.84193
163 16.25 0.82 0.565343 0.82619 0.617572 -1.0279 -1.25031 -0.864264
164 16.35 0.74 0.460558 0.7508 0.835962 -0.617621 -0.896719 -0.793601
165 16.45 0.766667 0.626369 0.632919 0.628936 -1.62641 -1.26786 -0.794077
166 16.55 0.86 0.737914 0.777993 0.739548 -1.29771 -0.811009 -0.740324
167 16.65 0.78 0.609463 0.737589 0.760866 -1.08653 -1.11591 -0.751553
168 16.75 0.7 0.513349 0.674487 0.587973 -0.910683 -0.684292 -0.879427
169 16.85 0.773333 0.717257 0.605043 0.654905 -1.12367 -0.353521 -0.944617
170 16.95 0.646667 0.433205 0.490958 0.44163 -1.32107 -0.816505 -0.874977
171 17.05 0.7 0.516608 0.50747 0.714331 -1.08552 -0.670271 -0.898791
172 17.15 0.766667 0.538043 0.665533 0.721255 -1.36484 -0.244901 -0.877792
173 17.25 0.793333 0.83234 0.618244 0.517512 -1.09442 -0.717795 -0.808981
174 17.35 0.846667 0.70636 0.751949 0.575296 -0.951703 -0.602115 -0.832506
175 17.45 0.78 0.72945 0.577356 0.497982 -1.5155 -0.945168 -0.861955
176 17.55 0.733333 0.5763 0.657623 0.655723 -0.570384 -0.51368 -0.804913
177 17.65 0.733333 0.542927 0.503453 0.602199 -0.629282 -0.62292 -0.798501
178 17.75 0.666667 0.527357 0.493514 0.583513 -0.351083 -0.280117 -0.799919
179 17.85 0.773333 0.651276 0.640535 0.688101 -0.677451 -0.81995 -0.841891
180 17.95 0.806667 0.632285 0.737229 0.752838 -1.35979 -0.586053 -0.857964
181 18.05 0.706667 0.511306 0.71255 0.667112 -1.31796 -0.815709 -0.895036
182 18.15 0.8 0.832814 0.590357 0.831148 -1.12112 -0.518815 -0.943878
183 18.25 0.72 0.724509 0.718715 0.575132 -1.45576 -1.22612 -0.997252
184 18.35 0.78 0.688907 0.586092 0.6073 -0.921273 -1.18526 -0.956271
185 18.45 0.733333 0.640953 0.555626 0.430718 -0.574869 -0.972541 -0.929357
186 18.55 0.673333 0.524414 0.610405 0.673541 -0.445597 -0.0232882 -0.900921
187 18.65 0.786667 0.626357 0.697972 0.56512 -1.0477 -0.914685 -1.01761
188 18.75 0.8 0.727594 0.639703 0.526256 -1.47999 -1.56489 -1.12767
189 18.85 0.78 0.745471 0.618929 0.752676 -1.28624 -1.13516 -1.21088
190 18.95 0.766667 0.582515 0.61779 0.664067 -0.854134 -0.873158 -1.18063
191 19.05 0.806667 0.827624 0.693627 0.594403 -1.00802 -0.587753 -1.0933
192 19.15 0.693333 0.561129 0.671419 0.594043 -1.12158 -0.658806 -1.00132
193 19.25 0.786667 0.67003 0.646233 0.646578 -1.20833 -1.0953 -1.01512
194 19.35 0.7 0.613823 0.59092 0.63019 -0.727362 -0.836269 -0.855414
195 19.45 0.7 0.633133 0.575215 0.565934 -0.227786 -0.187214 -0.789561
196 19.55 0.786667 0.786831 0.74463 0.743003 -1.074 -0.759765 -0.801179
197 19.65 0.86 0.72357 0.876225 0.608438 -1.12695 -0.0542667 -0.862751
198 19.75 0.673333 0.605894 0.489474 0.626682 -0.851181 -0.206052 -0.879279
199 19.85 0.76 0.584633 0.654047 0.846199 -1.01947 -0.903715 -0.957679
200 19.95 0.78 0.672896 0.698198 0.853387 -0.951347 -1.13526 -0.969149
201 20.05 0.833333 0.639051 0.646697 0.514984 -0.959273 -1.43188 -0.961712
202 20.15 0.713333 0.714655 0.637673 0.592068 -0.893399 -1.31201 -0.968268
203 20.25 0.78 0.693138 0.671078 0.630389 -0.614046 -0.494357 -0.917317
204 20.35 0.58 0.397248 0.514324 0.479243 -0.789814 -0.727208 -0.81999
205 20.45 0.84 0.654466 0.564287 0.733681 -1.29256 -1.3989 -0.952157
206 20.55 0.766667 0.693314 0.60882 0.797922 -0.164047 -0.917698 -0.971963
207 20.65 0.766667 0.651475 0.510497 0.597324 -0.479892 -0.411702 -0.926288
208 20.75 0.68 0.590741 0.447297 0.476678 -0.860394 -1.08327 -0.859281
209 20.85 0.82 0.612267 0.802469 0.686255 -0.577221 -0.235456 -0.908913
210 20.95 0.76 0.6742 0.517316 0.578487 -0.793331 -0.197754 -0.899329
211 21.05 0.813333 0.604961 0.695819 0.627532 -0.736971 -0.246032 -0.800222
212 21.15 0.786667 0.556673 0.557573 0.697532 -0.872279 -0.931737 -0.719246
213 21.25 0.673333 0.619958 0.596161 0.561808 -0.990622 -0.741922 -0.785605
214 21.35 0.713333 0.465544 0.633896 0.584401 -1.37822 -1.11704 -0.885341
215 21.45 0.66 0.670796 0.607794 0.620887 -1.08202 -0.983472 -0.914052
216 21.55 0.833333 0.677763 0.651008 0.483964 -0.594479 -1.2399 -1.03252
217 21.65 0.746667 0.613631 0.488616 0.658981 -0.92124 -0.730499 -0.957377
218 21.75 0.786667 0.796995 0.77433 0.639568 -1.06995 -0.266597 -0.950039
219 21.85 0.773333 0.619757 0.691593 0.630172 -1.47739 -0.471178 -0.815586
220 21.95 0.82 0.572747 0.637544 0.751291 -1.00785 -1.11874 -0.828928
221 22.05 0.666667 0.551039 0.624878 0.513272 -1.37529 -1.1709 -0.844185
222 22.15 0.72 0.66809 0.630329 0.6467 -1.24049 -0.974344 -0.94299
223 22.25 0.74 0.480427 0.649392 0.657441 -0.528307 -0.529521 -0.845388
224 22.35 0.713333 0.584285 0.528859 0.633284 -0.624009 -0.919593 -0.829096
225 22.45 0.68 0.701471 0.592457 0.610224 -0.142513 -0.766292 -0.798254
226 22.55 0.766667 0.585686 0.58506 0.562862 -0.39102 -0.263379 -0.855667
227 22.65 0.86 0.807852 0.908543 0.663351 -0.953643 -0.871633 -0.905429
228 22.75 0.78 0.56666 0.623183 0.643368 -0.886064 -0.879581 -0.953896
229 22.85 0.786667 0.798124 0.775273 0.651476 -0.480134 -0.7657 -0.911977
230 22.95 0.76 0.603756 0.718652 0.709827 -0.446461 -0.557648 -0.897648
231 23.05 0.733333 0.681845 0.612396 0.535986 -0.724402 -0.103181 -0.942619
232 23.15 0.613333 0.656701 0.552946 0.484887 -0.472398 -0.951669 -0.93409
233 23.25 0.82 0.561343 0.727596 0.5396 -1.18731 -1.28646 -1.04305
234 23.35 0.72 0.595416 0.607862 0.605277 -1.0928 -1.23543 -1.04488
235 23.45 0.8 0.685906 0.623651 0.829633 -1.33285 -1.13879 -1.04495
236 23.55 0.766667 0.62809 0.49641 0.573297 -0.872856 -0.811945 -1.01723
237 23.65 0.813333 0.804929 0.861339 0.602704 -0.144995 -0.809953 -0.98933
238 23.75 0.746667 0.67345 0.575415 0.659742 -0.184122 -0.531685 -0.931651
239 23.85 0.706667 0.548621 0.526772 0.778926 -0.483113 -0.790007 -0.938841
240 23.95 0.666667 0.581698 0.564117 0.596611 -0.742914 -0.947154 -0.890045
241 24.05 0.606667 0.522065 0.522572 0.353055 -0.879858 -0.989992 -0.857167
242 24.15 0.68 0.601026 0.517054 0.70365 -1.25612 -1.4106 -0.849394
243 24.25 0.82 0.762256 0.645598 0.602745 -0.95462 -0.885764 -0.880557
244 24.35 0.773333 0.62556 0.500611 0.600723 -1.07845 -0.589133 -0.873246
245 24.45 0.726667 0.56694 0.672891 0.586466 -0.935873 -0.643045 -0.769964
246 24.55 0.693333 0.595135 0.654256 0.605825 -1.34397 -1.1083 -0.767948
247 24.65 0.64 0.464659 0.449929 0.471761 -1.25552 -1.41936 -0.645665
248 24.75 0.746667 0.752261 0.632553 0.693524 -0.708613 -1.19822 -0.617614
249 24.85 0.653333 0.427513 0.614726 0.60132 -0.575174 -1.10669 -0.603046
250 24.95 0.64 0.517661 0.520574 0.522006 -0.800322 -0.875583 -0.53949
251 25.05 0.68 0.663922 0.602726 0.531378 -0.695904 -1.10953 -0.57651
252 25.15 0.733333 0.559827 0.628285 0.473158 -0.71073 -1.27283 -0.672383
253 25.25 0.62 0.660196 0.481067 0.585028 -1.07627 -0.659694 -0.682387
254 25.35 0.633333 0.455355 0.491771 0.750766 -0.872909 -0.751239 -0.717341
255 25.45 0.6 0.524942 0.529868 0.409163 -0.538709 -0.852748 -0.643061
256 25.55 0.533333 0.416725 0.367624 0.384949 -0.916054 -0.614248 -0.557086
257 25.65 0.573333 0.504666 0.448057 0.607635 -0.532804 -0.738787 -0.477348
258 25.75 0.54 0.376431 0.502934 0.436974 -0.208717 -0.447428 -0.423259
259 25.85 0.44 0.438575 0.367149 0.395838 -0.520568 -0.481199 -0.385526
260 25.95 0.486667 0.414675 0.339115 0.40087 -0.573154 -0.716142 -0.510312
261 26.05 0.48 0.400412 0.348985 0.478635 -0.516209 -0.651813 -0.448458
262 26.15 0.38 0.290758 0.393454 0.288219 -0.732011 -0.57303 -0.351797
263 26.25 0.373333 0.377495 0.423022 0.214461 -0.747355 -0.564489 -0.304357
264 26.35 0.406667 0.494642 0.363307 0.411706 -0.284982 -0.538498 -0.28249
265 26.45 0.373333 0.196055 0.338057 0.29787 -0.509265 -0.431769 -0.281019
266 26.55 0.36 0.414087 0.394356 0.373735 -0.491443 -0.200456 -0.243086
267 26.65 0.253333 0.196382 0.171709 0.208522 -0.533901 -0.374139 -0.220981
268 26.75 0.26 0.114206 0.263618 0.265667 -0.390743 -0.501478 -0.191237
269 26.85 0.186667 0.156411 0.145687 0.132039 -0.0189278 -0.394717 -0.174478
270 26.95 0.173333 0.105235 0.143317 0.130195 -0.174411 -0.204567 -0.154015
271 27.05 0.146667 0.115136 0.137267 0.124984 -0.166074 -0.192621 -0.142918
272 27.15 0.14 0.118302 0.0884375 0.190012 -0.00334054 -0.129344 -0.130296
273 27.25 0.133333 0.122541 0.135149 0.123367 -0.118298 -0.0887931 -0.101819
274 27.35 0.0933333 0.074646 0.0477423 0.0360354 -0.120816 -0.088759 -0.0732797
275 27.45 0.0866667 0.0429032 0.0236123 0.0280586 -0.0605932 -0.0659849 -0.0546357
276 27.55 0.08 0.0360583 0.062821 0.0915976 -0.00669248 -0.0540983 -0.0576434
277 27.65 0.0466667 0.0219258 0.0236463 0.0289939 0.0357608 -0.0487261 -0.0742004
278 27.75 0.0466667 0.0228942 0.0433158 0.0486236 -0.0375687 -0.0492175 -0.0648666
279 27.85 0.0533333 0.0582143 0.0229244 0.0351716 -0.0262186 -0.0175886 -0.0550377
280 27.95 0.02 0.00519047 0.0205144 0.00291687 -0.017981 0.0309685 -0.0439628
281 28.05 0.0333333 0.0545293 0.00944145 0.0477563 -0.0158961 0.00972947 -0.0398717
282 28.15 0.0266667 0.0559828 0.0266297 0.0138464 -0.0100915 -0.0188398 -0.0293596
283 28.25 0.0266667 0.0504956 0.0457223 0.0296472 -0.0088969 -0.019319 -0.0244706
284 28.35 0.0266667 0.0372372 0.00926528 0.0143919 -0.00837582 -0.0130883 -0.0176066
285 28.45 0.0266667 0.00867768 0.0158428 0.0297595 -0.00869272 -0.0126165 -0.0156506
286 28.55 0.02 0.00501555 0.0246921 0.00188856 -0.00719407 -0.00738995 -0.0147205
287 28.65 0.0266667 0.00718501 0.00317431 0.0566837 0.0553915 0.00842493 -0.0110034
288 28.75 0.0133333 0.00553885 0.00289021 0.0104824 0.0852407 0.0182458 -0.00565716
289 28.85 0.02 0.0142553 0.0114039 0.0367491 0.0172227 0.00385497 -0.00843329
290 28.95 0.0133333 0.00395874 0.00095943 0.0145488 -0.000325002 0.000124171 -0.00878142
291 29.05 0.00666667 0.00135241 0.0018019 2.78787e-05 0.000160201 0.000656402 -0.00727241
292 29.15 0.02 0.00151742 0.0342404 0.0366481 -0.000619073 -0.00053311 -0.00737928
293 29.25 0.0266667 0.0123694 0.012602 0.0157754 -0.00654751 -0.00567924 -0.0104964
294 29.35 0.0333333 0.0285844 0.029874 0.0329178 -0.00606719 -0.00596061 -0.0106433
295 29.45 0.0266667 0.0110049 0.0442617 0.0034106 -0.00494946 -0.00694616 -0.0103779
296 29.55 0.02 0.030489 0.0550445 0.0373825 -0.00507201 -0.00861044 -0.00817008
297 29.65 0.0133333 0.0288138 0.00313791 0.0078157 -0.0065525 -0.0144758 -0.00822889
298 29.75 0.0133333 0.0374781 0.000298574 0.00256025 -0.00453712 -0.00655463 -0.00805902
299 29.85 0.00666667 0.0045795 0.0146297 0.000164513 -0.00485102 -0.00671996 -0.00833877
300 29.95 0 0 0 0 -0.00475986 -0.0061155 -0.0077433
301 30.05 0.02 0.00216451 0.00113145 0.0248504 -0.00268522 -0.00396739 -0.0059392
302 30.15 0.00666667 0.0044316 0.0015378 2.08879e-07 -0.00233986 -0.00384515 -0.00561445
303 30.25 0.0133333 0.0259245 0.0566982 0.010447 -0.00219863 -0.00381086 -0.00598829
304 30.35 0.04 0.0398358 0.0420329 0.0444732 -0.00825049 -0.0043755 -0.00629005
305 30.45 0.02 0.00876329 0.00531417 0.0127039 -0.0119568 -0.00355556 -0.00667815
306 30.55 0.0266667 0.0236392 0.00765692 0.0224133 -0.0107119 -0.00416203 -0.0067984
307 30.65 0.0266667 0.0258597 0.0221148 0.0289645 -0.00914878 -0.0044354 -0.00795328
308 30.75 0.0266667 0.0419266 0.0131732 0.0183099 -0.00913806 -0.00534119 -0.00876132
309 30.85 0.0133333 0.000390351 0.0324485 0.000216862 -0.00760291 -0.00535186 -0.0083987
310 30.95 0.0333333 0.0203233 0.0392849 0.0509792 -0.00585905 -0.00532134 -0.00780489
311 31.05 0.02 0.0414325 0.0448076 0.000561521 -0.00607983 -0.00412697 -0.00762367
312 31.15 0.00666667 1.34642e-05 0.00328496 0.00584503 -0.00479339 -0.00269011 -0.00693685
313 31.25 0.0133333 0.0090838 0.00129476 0.00471569 -0.00333779 -0.0135046 -0.00637209
314 31.35 0.00666667 8.7149e-06 0.000136273 0.00343627 -0.00275399 -0.00617827 -0.00542268
315 31.45 0.00666667 0.016323 0.000476279 0.00746299 -5.07098e-05 0.00041163 -0.00478541
316 31.55 0.0133333 0.000466895 0.00143735 0.00222048 0.00166709 0.00193402 -0.0045508
317 31.65 0.0266667 0.0184476 0.0229891 0.0391087 -0.00277985 -0.00302761 -0.00509301
318 31.75 0.00666667 0.000624175 0.00398229 0.00176655 -0.00322407 -0.00418569 -0.00444164
319 31.85 0.00666667 0.00862437 2.91957e-06 0.0110138 -0.00286881 -0.00787281 -0.00401746
320 31.95 0.02 0.00946296 0.00510562 0.00431417 -0.00467608 -0.00791538 -0.00342328
321 32.05 0.02 0.0123408 0.0123298 0.00621454 -0.00618935 -0.00793328 -0.00365487
322 32.15 0.02 0.0235573 0.0212863 0.0061316 -0.00250456 -0.00543422 -0.00320461
323 32.25 0.00666667 0.00244583 0.0101991 0.00238652 -0.0011755 -0.0012265 -0.00242838
324 32.35 0.0133333 0.0020931 0.047527 0.0261212 -0.00667576 -0.0132665 -0.00247084
325 32.45 0.00666667 0.000111364 0.00147757 0.000415611 -0.000905914 -0.000843477 -0.00188282
326 32.55 0.0133333 0.00628187 0.0227371 0.00253794 -0.000736142 -0.000631612 -0.0016218
327 32.65 0.0266667 0.00581811 0.0190193 0.0192296 -0.00376023 -0.000940603 -0.00232873
328 32.75 0.00666667 0.000529814 0.000132538 4.97411e-05 -0.00573993 -0.00101272 -0.00237831
329 32.85 0.0133333 0.00337661 0.000394241 0.00745234 -0.00577924 -0.00108539 -0.00260798
330 32.95 0.0266667 0.0318724 0.0242975 0.0196711 -0.00605481 -0.00137849 -0.00357874
331 33.05 0.0333333 0.00945533 0.048995 0.0722834 -0.00651517 0.000773924 -0.00104462
332 33.15 0.0333333 0.030107 0.0474541 0.00489023 -0.00508688 0.000870095 -0.000585097
333 33.25 0.0133333 0.0119886 0.00172393 0.00844391 -0.000625117 0.00551474 -0.000430468
334 33.35 0.0133333 0.00514885 0.017181 0.00027072 0.0106727 0.0208471 0.000601436
335 33.45 0.0133333 0.0031854 0.00159141 0.00454864 0.00240063 0.0074625 6.49717e-05
336 33.55 0.0133333 0.00504736 0.0128169 0.0028481 -0.00192066 0.000352948 -0.000364726
337 33.65 0.0133333 0.0245109 0.00796996 0.0169926 -0.00393084 -0.0027099 -0.00248506
338 33.75 0.02 0.00642923 0.0205422 0.00262917 -0.00861298 -0.00780165 -0.0030484
339 33.85 0.00666667 0.000318113 0.00227371 0.000450313 -0.00458213 -0.00715916 -0.00554678
340 33.95 0.0133333 0.00530904 0.00176725 0.00795212 -0.00243739 -0.00493183 -0.00569854
341 34.05 0.00666667 0.000240183 7.28739e-06 0.00887657 -0.0019915 -0.00295059 -0.00568296
342 34.15 0.0266667 0.00880181 0.0131647 0.0204401 -0.0059088 -0.00600203 -0.00468047
343 34.25 0.0133333 0.0075581 0.00288269 0.000597603 -0.0018944 -0.00306522 -0.0045376
344 34.35 0.02 0.0183474 0.0158674 0.00808316 0.00988473 0.00130649 0.00187519
345 34.45 0.02 0.00971513 0.00939185 0.0321078 0.0154132 0.00684973 0.00618464
346 34.55 0.00666667 0.00255567 1.02046e-06 0.00011943 0.015186 0.00902931 0.00734852
347 34.65 0.02 0.0672974 0.00367778 0.0132493 0.0120592 0.00726415 0.00863627
348 34.75 0.0133333 0.0059148 0.00580383 0.00126357 0.01221 -0.00332095 0.0108261
349 34.85 0.0333333 0.0180559 0.0432429 0.0161359 0.00334083 -0.00234405 0.00317077
350 34.95 0.0133333 0.00274082 0.0112479 0.00950193 -0.000249341 -0.00144275 0.000392756
351 35.05 0.00666667 0.00163919 0.0123183 8.12705e-06 -0.000236727 -0.00143528 0.000415925
352 35.15 0.0133333 0.0285437 0.00317884 0.0127992 -0.000247298 -0.00148068 0.000383223
353 35.25 0.00666667 0.00122659 0.00188094 0.012745 -0.000223497 -0.00145687 0.000403965
354 35.35 0.0333333 0.0261926 0.0131246 0.0201925 -0.00094198 -0.00559807 -0.000453644
355 35.45 0 0 0 0 -0.00243206 -0.0068673 -0.00141708
356 35.55 0.02 0.0123356 0.0152291 0.0272303 -0.00251164 -0.00693592 -0.001466
357 35.65 0.0133333 0.00353076 0.000156109 0.00381297 -0.00259505 -0.00621358 -0.00202684
358 35.75 0 0 0 0 -0.00272089 -0.00293073 -0.00421008
359 35.85 0.00666667 0.00583908 0.0146039 0.0070054 -0.00274489 -0.00294958 -0.00422063
360 35.95 0.00666667 6.39803e-06 3.24393e-05 0.00275202 -0.00272627 -0.0029101 -0.00411367
30000 360
1 0.05 0.0125 0.00854964 0.00760787 0.00418883 -0.00181011 -0.00147442 -0.00316432
2 0.15 0.0125 0.00245848 0.0154986 0.000146793 -0.0017437 -0.00129248 -0.00280986
3 0.25 0.03125 0.019851 0.0353758 0.0516277 -0.00168271 -0.00151859 -0.00286948
4 0.35 0.01875 0.0209042 0.0142511 0.0149161 -0.00154541 -0.00154573 -0.00295491
5 0.45 0.00625 0.00214707 0.000906018 0.000274173 -0.00147156 -0.00148511 -0.00294423
6 0.55 0 0 0 0 -0.00145226 -0.00146937 -0.00292583
7 0.65 0.00625 0.000322448 0.0158715 0.00258623 -0.00146892 -0.00149648 -0.00295611
8 0.75 0.01875 0.0134418 0.0265896 0.00790231 -0.00136101 -0.00136412 -0.00272385
9 0.85 0.0125 0.0184148 0.00183736 0.0110336 -0.000579874 -0.00046876 -0.00114762
10 0.95 0 0 0 0 -0.00053004 -0.0004125 -0.00114314
11 1.05 0.0125 0.0358668 0.00140681 0.00986186 -0.000617624 -0.00177293 -0.00134352
12 1.15 0.01875 0.000126192 0.0276161 0.00303626 -0.000641313 -0.00218135 -0.0014149
13 1.25 0.01875 0.00633945 0.0175885 0.0023035 -0.000647955 -0.00161084 -0.00131977
14 1.35 0.00625 2.79922e-07 0.000521934 0.00103149 -0.00057322 -0.000315962 -0.0011448
15 1.45 0 0 0 0 -0.000555233 -0.000281375 -0.00113128
16 1.55 0.025 0.0211227 0.0304926 0.0114756 -0.000400863 -0.000365382 -0.00072502
17 1.65 0.025 0.0161414 0.032853 0.0244637 -0.000266764 -0.000318054 -0.00052866
18 1.75 0.00625 0.00472067 0.00112507 0.00110406 -0.000255376 -0.000254769 -0.000496724
19 1.85 0.03125 0.0126841 0.00178382 0.0333594 -0.00115279 -0.000643099 -0.000900775
20 1.95 0.00625 0.000164524 0.000589532 5.3031e-05 -0.00130367 -0.000643149 -0.000954588
21 2.05 0.00625 0.0296502 0.00401136 0.00474464 -0.0013209 -0.00066778 -0.000971826
22 2.15 0.0125 0.00184177 0.00144227 0.00254624 -0.00135251 -0.000707892 -0.00100237
23 2.25 0.01875 0.00584477 0.00892697 0.0209166 -0.0016275 -0.0010002 -0.00114514
24 2.35 0 0 0 0 -0.0013238 -0.000813634 -0.00112117
25 2.45 0.03125 0.0163571 0.0218258 0.0124286 -0.000999991 -0.000730499 -0.00105257
26 2.55 0.0125 0.00690703 0.00200054 0.0113061 -0.00041139 -0.000496599 -0.000824647
27 2.65 0.0125 0.00957633 0.0630533 0.0241348 -0.000417806 -0.00052853 -0.000922647
28 2.75 0.00625 0.00308849 3.06967e-05 0.000108963 -0.000374264 -0.000489332 -0.000895285
29 2.85 0.0125 0.0184659 0.0293201 0.00134875 -0.00046275 -0.000597096 -0.000929073
30 2.95 0.01875 0.00739634 0.0408198 0.00678512 -0.000757328 -0.000694363 -0.00114882
31 3.05 0.0125 0.0198805 0.0155638 0.0103477 -0.0011409 -0.00107837 -0.00247785
32 3.15 0.01875 0.00142798 0.00327078 0.028322 -0.00126569 -0.00132033 -0.00282031
33 3.25 0 0 0 0 -0.00406856 -0.00603061 -0.00381639
34 3.35 0.01875 0.00310384 0.00596354 0.00533315 -0.0128859 -0.00646622 -0.00439858
35 3.45 0.01875 0.0415627 0.00934364 0.0223297 -0.00937579 -0.00312188 -0.0055226
36 3.55 0.025 0.0446079 0.0195584 0.0158503 -0.00274946 -0.00298914 -0.00558234
37 3.65 0.0125 0.00314847 0.006424 0.00197946 -0.00299533 -0.00399021 -0.00608179
38 3.75 0.00625 0.00475926 5.34152e-05 0.00144752 -0.00304411 -0.00452945 -0.00604309
39 3.85 0.0125 0.00451719 0.000297288 0.0300306 -0.00260914 -0.00395974 -0.00592718
40 3.95 0.025 0.00357506 0.013135 0.0319734 -0.00368941 -0.00908971 -0.00606578
41 4.05 0.0125 0.00203872 0.00248939 0.0214472 -0.00402054 -0.0107231 -0.00603872
42 4.15 0.01875 0.000246692 0.0066116 0.000390983 -0.00194645 -0.00374927 -0.00447351
43 4.25 0.0125 0.00838134 0.0101146 0.0136431 -0.00151373 -0.00290901 -0.00262981
44 4.35 0.025 0.00780009 0.028403 0.0298134 -0.00178546 -0.00263022 -0.00244298
45 4.45 0.0125 0.000733459 0.0133721 0.0110335 -0.00450944 -0.00744279 -0.00261476
46 4.55 0.0125 0.000585551 0.000597943 0.00225038 -0.0051471 -0.00806117 -0.00268263
47 4.65 0.00625 0.00168441 0.000298799 0.00280847 -0.00211244 -0.00139225 -0.0026553
48 4.75 0.00625 0.000194313 0.000340834 0.0242731 -0.00211515 -0.00202081 -0.00274374
49 4.85 0.01875 0.006979 0.0213728 0.016857 -0.00164215 -0.00195037 -0.00275192
50 4.95 0.01875 0.00735676 0.00856419 0.0213484 -0.00237396 -0.00200829 -0.00362225
51 5.05 0.01875 0.00781936 0.00911157 0.0129249 -0.00299821 -0.00195462 -0.00407915
52 5.15 0.0125 9.17543e-06 0.00546198 0.00200974 -0.00287829 -0.00189073 -0.00407301
53 5.25 0.0125 0.00957446 0.00546637 0.0231984 -0.00269848 -0.0016759 -0.00335269
54 5.35 0.03125 0.0176363 0.0369103 0.0467668 -0.00280895 -0.00122329 -0.00286887
55 5.45 0.00625 0.000345109 0.0102093 0.00756635 -0.00294968 -0.00102741 -0.00279295
56 5.55 0.01875 0.00815188 0.00154412 0.00538196 0.00699048 0.0307134 -0.00265348
57 5.65 0.03125 0.0343297 0.0251536 0.0129302 -0.00152898 -0.000991068 -0.00240598
58 5.75 0.00625 0.0308255 0.0019584 0.00149393 0.00117711 0.000176299 0.00282979
59 5.85 0.025 0.0209922 0.00870671 0.0148958 0.000526556 -0.000589454 0.00248976
60 5.95 0.025 0.0114177 0.0220056 0.00646387 -0.000660256 -0.000935954 0.00124814
61 6.05 0 0 0 0 -0.00061952 -0.000855437 0.00126903
62 6.15 0.00625 0.00421498 0.000828951 0.0058657 -0.000624442 -0.000892107 0.00123418
63 6.25 0 0 0 0 -0.000572842 -0.000861227 0.00125647
64 6.35 0.00625 1.97462e-05 0.0073353 0.000281279 -0.000556704 0.00170858 0.0110694
65 6.45 0.025 0.0241891 0.0216582 0.0249582 -0.000656576 0.00242395 0.014061
66 6.55 0.00625 0.00212177 0.00107536 0.00108242 -0.00429413 0.00113521 0.00795168
67 6.65 0.03125 0.0434 0.0167968 0.0505492 -0.00668689 -0.0138012 0.00754169
68 6.75 0.03125 0.0155072 0.0229088 0.0619357 -0.0108453 -0.00621359 0.00734242
69 6.85 0.01875 0.0156276 0.00933938 0.0196633 -0.00999485 -0.00593388 0.00729137
70 6.95 0.0125 0.0276271 0.0185493 0.0118689 0.00330213 -0.00319772 0.0132468
71 7.05 0.025 0.0112772 0.0446708 0.0105511 0.00898932 -0.00245908 0.015263
72 7.15 0.0125 0.00766676 0.00401418 0.000716531 0.012062 0.00159214 0.0159089
73 7.25 0.01875 0.00253757 0.0114053 0.0114925 0.0121726 -0.000853312 0.00187948
74 7.35 0.0125 0.000242563 0.00528567 0.0015917 0.0126029 -0.00160849 -0.00114974
75 7.45 0.04375 0.0320836 0.0528263 0.0319781 -0.00229582 -0.0115426 -0.00409882
76 7.55 0.025 0.00287377 0.00848695 0.00422089 -0.00460194 -0.0143548 -0.0146136
77 7.65 0.03125 0.000406438 0.0220791 0.0210747 -0.00776914 -0.0125014 -0.0192043
78 7.75 0.01875 0.02213 0.0105169 0.015546 -0.0095458 -0.0149119 -0.0184009
